Year Day	Temperature C	CO2	Battery Voltage
212.5626	17.00	516.9	11.60
212.5834	17.28	468.8	11.60
212.6043	17.28	571.1	11.60
212.6251	18.02	570.7	11.60
212.6459	18.35	604.0	11.60
212.6668	17.97	522.3	11.61
212.6876	17.97	695.2	11.61
212.7084	18.07	683.1	11.61
212.7293	18.28	679.6	11.61
212.7501	18.61	762.7	11.61
212.7709	18.40	803.7	11.61
212.7918	18.02	809.0	11.61
212.8126	17.80	813.1	11.61
212.8334	17.59	814.7	11.60
212.8543	18.83	713.5	11.61
212.8751	19.04	712.0	11.61
212.8959	19.24	687.8	11.61
212.9168	18.28	636.8	11.61
212.9376	19.00	600.5	11.61
212.9584	18.33	543.2	11.61
212.9793	18.04	592.2	11.61
213.0001	18.47	616.2	11.61
213.0209	17.76	637.8	11.61
213.0418	18.83	694.7	11.61
213.0626	18.49	624.3	11.61
213.0834	18.49	617.4	11.61
213.1043	18.26	728.9	11.61
213.1251	18.16	741.8	11.61
213.1459	18.26	594.8	11.61
213.1668	18.37	490.8	11.61
213.1876	18.35	532.3	11.61
213.2084	18.28	460.0	11.61
213.2293	18.18	538.8	11.61
213.2501	17.85	393.6	11.60
213.2709	17.97	450.4	11.60
213.2918	17.76	475.2	11.60
213.3126	17.54	490.9	11.60
213.3334	17.92	586.8	11.60
213.3543	17.85	619.6	11.60
213.3751	17.97	670.4	11.60
213.3959	18.02	652.1	11.60
213.4168	18.07	647.4	11.60
213.4376	18.02	662.1	11.60
213.4584	17.90	527.5	11.60
213.4793	17.99	533.7	11.60
213.5001	18.07	567.2	11.60
213.5209	17.57	455.7	11.60
213.5418	17.36	478.5	11.60
213.5626	17.24	567.4	11.60
213.5834	17.99	644.5	11.59
213.6043	17.88	568.5	11.59
213.6251	17.90	496.5	11.60
213.6459	17.85	568.7	11.60
213.6668	17.80	628.6	11.60
213.6876	17.71	647.2	11.59
213.7084	17.64	625.3	11.59
213.7293	17.61	679.9	11.59
213.7501	17.59	725.7	11.59
213.7709	17.71	763.6	11.59
213.7918	17.73	759.3	11.59
213.8126	17.73	781.9	11.59
213.8334	17.57	833.9	11.59
213.8543	17.26	763.7	11.59
213.8751	18.11	763.9	11.59
213.8959	18.45	740.4	11.59
213.9168	18.28	710.3	11.59
213.9376	18.23	693.8	11.60
213.9584	18.23	690.4	11.60
213.9793	18.23	696.2	11.60
214.0001	18.35	700.1	11.60
214.0209	18.47	681.8	11.60
214.0418	18.47	715.5	11.60
214.0626	18.35	785.0	11.60
214.0834	18.23	799.6	11.60
214.1043	17.71	790.2	11.59
214.1251	17.90	822.9	11.60
214.1459	17.80	763.3	11.59
214.1668	17.66	703.7	11.59
214.1876	17.61	753.1	11.59
214.2084	17.71	698.3	11.59
214.2293	17.52	693.1	11.59
214.2501	17.59	748.8	11.59
214.2709	17.83	754.3	11.59
214.2918	17.76	743.5	11.59
214.3126	17.95	744.1	11.59
214.3334	17.83	719.8	11.59
214.3543	17.83	773.2	11.59
214.3751	17.66	759.6	11.59
214.3959	17.66	744.6	11.59
214.4168	17.76	748.6	11.59
214.4376	17.90	751.1	11.59
214.4584	17.92	692.1	11.59
214.4793	18.71	816.0	11.59
214.5001	18.61	824.2	11.59
214.5209	18.35	793.1	11.59
214.5418	18.37	798.1	11.60
214.5626	18.23	838.2	11.59
214.5834	18.35	861.0	11.59
214.6043	18.92	927.4	11.59
214.6251	18.68	904.8	11.60
214.6459	18.64	879.2	11.59
214.6668	18.64	893.8	11.59
214.6876	18.47	838.2	11.60
214.7084	18.78	815.8	11.60
214.7293	19.04	800.7	11.60
214.7501	19.19	794.8	11.60
214.7709	18.95	789.9	11.60
214.7923	19.67		11.31
214.8126	20.43	802.7	11.63
214.8334	19.70	795.6	11.63
214.8543	19.24	735.7	11.62
214.8751	19.07	697.6	11.62
214.8959	19.48	758.5	11.61
214.9168	19.14	729.1	11.61
214.9376	19.19	739.5	11.61
214.9584	19.26	762.5	11.61
214.9793	20.25	811.2	11.61
215.0001	20.62	798.4	11.61
215.0209	20.33	828.6	11.61
215.0418	20.21	823.4	11.61
215.0626	20.11	848.5	11.61
215.0834	19.94	911.8	11.61
215.1043	20.25	918.4	11.61
215.1251	20.55	938.3	11.61
215.1459	20.60	856.1	11.61
215.1668	19.91	825.9	11.61
215.1876	19.43	843.5	11.61
215.2084	19.16	821.7	11.60
215.2293	19.16	734.7	11.60
215.2501	18.97	745.8	11.60
215.2709	18.83	698.0	11.60
215.2918	19.19	645.9	11.59
215.3126	19.50	772.0	11.59
215.3334	18.57	712.4	11.59
215.3543	18.40	750.5	11.59
215.3751	18.54	779.6	11.59
215.3959	18.42	788.9	11.59
215.4168	18.40	767.7	11.59
215.4376	18.54	749.6	11.59
215.4584	18.68	726.3	11.59
215.4793	19.14	759.7	11.59
215.5001	19.33	751.9	11.59
215.5209	19.48	775.4	11.59
215.5418	19.87	714.5	11.59
